"Date","Price","Open","High","Low","Change %"
"Oct 06, 2011","78.950","78.450","78.950","78.450","0.00%"
"Oct 05, 2011","78.950","78.700","79.720","78.090","-0.13%"
"Oct 04, 2011","79.050","79.200","79.700","78.230","0.51%"
"Oct 03, 2011","78.650","78.350","79.810","77.860","3.31%"
"Sep 30, 2011","76.130","75.620","76.500","75.620","0.01%"
"Sep 29, 2011","76.120","78.610","79.120","75.620","-2.42%"
"Sep 28, 2011","78.010","78.610","79.230","77.350","-0.64%"
"Sep 27, 2011","78.510","78.700","79.380","77.990","-0.77%"
"Sep 26, 2011","79.120","79.090","80.140","78.440","0.04%"
"Sep 23, 2011","79.090","79.420","80.320","77.960","-0.29%"
"Sep 22, 2011","79.320","78.080","79.830","77.390","2.57%"
"Sep 21, 2011","77.330","76.700","77.830","76.030","5.76%"
"Sep 20, 2011","73.120","76.990","77.690","72.620","-4.42%"
"Sep 19, 2011","76.500","75.620","77.030","75.600","4.62%"
"Sep 16, 2011","73.120","76.000","76.520","72.620","-3.90%"
"Sep 15, 2011","76.090","76.260","77.170","75.520","-0.18%"
"Sep 14, 2011","76.230","76.560","77.300","75.630","0.11%"
"Sep 13, 2011","76.150","75.390","76.750","74.650","0.78%"
"Sep 12, 2011","75.560","74.490","76.060","74.000","3.34%"
"Sep 09, 2011","73.120","74.020","75.040","72.620","0.00%"
"Sep 08, 2011","73.120","73.870","74.530","72.620","0.00%"
"Sep 07, 2011","73.120","73.660","74.390","72.620","-0.01%"
"Sep 06, 2011","73.130","73.760","74.340","72.630","-0.63%"
"Sep 05, 2011","73.590","73.250","74.130","72.750","0.45%"
"Sep 02, 2011","73.260","73.500","74.080","72.750","0.54%"
"Sep 01, 2011","72.870","72.370","72.870","72.370","0.00%"
"Aug 31, 2011","72.870","72.370","72.870","72.370","0.00%"
"Aug 30, 2011","72.870","73.570","74.320","72.370","-1.11%"
"Aug 29, 2011","73.690","73.840","74.340","72.730","-0.22%"
"Aug 26, 2011","73.850","73.730","74.390","73.070","0.24%"
"Aug 25, 2011","73.670","73.740","74.440","73.010","0.74%"
"Aug 24, 2011","73.130","73.120","74.150","72.630","0.18%"
"Aug 23, 2011","73.000","73.100","73.700","72.400","-0.10%"
"Aug 22, 2011","73.070","73.190","74.240","72.560","-0.18%"
"Aug 19, 2011","73.200","72.690","73.690","72.690","0.01%"
"Aug 18, 2011","73.190","72.750","73.700","72.260","0.73%"
"Aug 17, 2011","72.660","72.530","73.230","72.030","0.07%"
"Aug 16, 2011","72.610","72.540","73.110","71.780","3.55%"
"Aug 15, 2011","70.120","72.540","73.050","69.620","-3.35%"
"Aug 12, 2011","72.550","72.420","73.220","71.910","-0.15%"
"Aug 11, 2011","72.660","72.480","73.220","71.840","0.35%"
"Aug 10, 2011","72.410","72.020","72.960","71.420","0.11%"
"Aug 09, 2011","72.330","72.630","73.130","71.620","0.53%"
"Aug 08, 2011","71.950","71.570","72.600","71.070","0.53%"
"Aug 05, 2011","71.570","71.600","72.250","71.040","0.42%"
"Aug 04, 2011","71.270","70.880","71.820","70.390","1.64%"
"Aug 03, 2011","70.120","70.990","72.000","69.620","0.00%"
"Aug 02, 2011","70.120","70.720","71.360","69.620","0.00%"
"Aug 01, 2011","70.120","70.700","72.500","69.620","-0.83%"
"Jul 29, 2011","70.710","70.500","71.280","69.970","0.26%"
"Jul 28, 2011","70.530","70.660","71.170","69.920","0.00%"
"Jul 27, 2011","70.530","70.560","71.060","69.670","-0.23%"
"Jul 26, 2011","70.690","70.900","71.430","70.180","-0.49%"
"Jul 25, 2011","71.040","70.960","71.590","70.530","0.10%"
"Jul 22, 2011","70.970","71.000","71.060","70.460","-0.34%"
"Jul 21, 2011","71.210","71.090","71.740","70.590","0.13%"
"Jul 20, 2011","71.120","71.120","71.700","70.620","-0.10%"
"Jul 19, 2011","71.190","71.250","71.360","71.170","-0.17%"
"Jul 18, 2011","71.310","71.220","71.380","70.720","0.11%"
"Jul 15, 2011","71.230","71.250","71.840","70.660","0.03%"
"Jul 14, 2011","71.210","71.230","71.300","71.100","-0.04%"
"Jul 13, 2011","71.240","71.340","71.380","71.220","-0.41%"
"Jul 12, 2011","71.530","71.310","71.630","70.820","0.49%"
"Jul 11, 2011","71.180","70.920","71.680","70.530","0.35%"
"Jul 08, 2011","70.930","70.900","71.510","70.400","-0.23%"
"Jul 07, 2011","71.090","71.100","71.620","70.490","-0.11%"
"Jul 06, 2011","71.170","71.090","71.690","70.440","0.11%"
"Jul 05, 2011","71.090","71.150","71.760","70.520","0.00%"
"Jul 04, 2011","71.090","71.120","71.710","70.430","-0.32%"
"Jul 01, 2011","71.320","71.440","71.950","70.720","-0.28%"
"Jun 30, 2011","71.520","71.540","72.140","70.960","-0.38%"
"Jun 29, 2011","71.790","71.940","72.490","71.280","-0.39%"
"Jun 28, 2011","72.070","71.940","72.580","71.450","0.03%"
"Jun 27, 2011","72.050","71.980","72.720","71.530","0.08%"
"Jun 24, 2011","71.990","71.920","72.530","71.370","0.08%"
"Jun 23, 2011","71.930","71.860","72.450","71.320","0.14%"
"Jun 22, 2011","71.830","71.710","72.350","71.180","0.11%"
"Jun 21, 2011","71.750","71.900","72.410","71.250","-0.35%"
"Jun 20, 2011","72.000","71.780","72.590","71.500","0.29%"
"Jun 17, 2011","71.790","71.720","72.440","71.230","-0.08%"
"Jun 16, 2011","71.850","71.780","72.400","71.350","0.31%"
"Jun 15, 2011","71.630","71.550","71.650","71.460","0.05%"
"Jun 14, 2011","71.595","71.650","71.735","71.090","-0.27%"
"Jun 13, 2011","71.790","71.550","72.360","71.220","0.32%"
"Jun 10, 2011","71.560","71.520","71.620","70.960","-0.03%"
"Jun 09, 2011","71.580","71.520","72.120","70.920","0.07%"
"Jun 08, 2011","71.530","71.550","72.100","70.840","0.07%"
"Jun 07, 2011","71.480","71.660","72.220","70.950","-0.18%"
"Jun 06, 2011","71.610","71.680","72.180","71.000","-0.11%"
"Jun 03, 2011","71.690","71.650","71.880","71.150","-0.04%"
"Jun 02, 2011","71.720","71.940","71.980","71.220","-0.04%"
"Jun 01, 2011","71.750","71.990","72.500","71.140","-0.49%"
"May 31, 2011","72.100","71.980","72.630","71.560","-0.05%"
"May 30, 2011","72.135","72.180","72.215","71.620","-0.18%"
"May 27, 2011","72.265","72.290","72.405","71.790","-0.31%"
"May 26, 2011","72.490","72.370","73.030","71.820","-0.04%"
"May 25, 2011","72.520","72.430","73.180","71.930","0.23%"
"May 24, 2011","72.350","72.300","72.920","71.840","-0.03%"
"May 23, 2011","72.370","71.950","72.520","71.950","0.55%"
"May 20, 2011","71.975","71.890","72.045","71.320","0.02%"
"May 19, 2011","71.960","71.940","72.560","71.380","-0.19%"
"May 18, 2011","72.100","72.060","72.660","71.530","-0.21%"
"May 17, 2011","72.250","71.750","72.250","71.750","0.00%"
"May 16, 2011","72.250","71.780","72.780","71.530","0.65%"
"May 13, 2011","71.785","71.810","72.085","71.260","-0.27%"
"May 12, 2011","71.980","71.660","72.500","71.320","0.68%"
"May 11, 2011","71.495","71.460","71.555","71.420","-0.13%"
"May 10, 2011","71.590","71.440","71.690","71.440","0.04%"
"May 09, 2011","71.560","71.660","71.670","70.930","-0.15%"
"May 06, 2011","71.665","71.760","71.845","71.520","0.06%"
"May 05, 2011","71.625","71.340","71.625","70.730","0.67%"
"May 04, 2011","71.150","71.340","71.890","70.640","-0.14%"
"May 03, 2011","71.250","71.110","71.740","70.370","0.45%"
"May 02, 2011","70.930","70.740","71.480","70.360","0.26%"
"Apr 29, 2011","70.745","71.060","71.155","70.240","-0.49%"
"Apr 28, 2011","71.095","70.830","71.095","70.820","0.00%"
"Apr 27, 2011","71.095","71.060","71.185","70.980","-0.18%"
"Apr 26, 2011","71.225","71.330","71.395","71.150","0.07%"
"Apr 25, 2011","71.175","70.930","71.265","70.930","0.26%"
"Apr 22, 2011","70.990","70.490","70.990","70.490","0.00%"
"Apr 21, 2011","70.990","70.820","71.010","70.280","0.10%"
"Apr 20, 2011","70.920","70.980","71.600","70.380","-0.35%"
"Apr 19, 2011","71.170","71.280","72.010","70.640","0.06%"
"Apr 18, 2011","71.130","70.920","71.130","70.320","0.28%"
"Apr 15, 2011","70.930","71.180","71.820","70.400","-0.39%"
"Apr 14, 2011","71.210","70.710","71.210","70.710","0.00%"
"Apr 13, 2011","71.210","71.300","71.840","70.560","0.25%"
"Apr 12, 2011","71.030","70.530","71.030","70.530","0.00%"
"Apr 11, 2011","71.030","70.500","71.530","69.970","0.74%"
"Apr 08, 2011","70.510","70.480","70.610","69.880","-0.31%"
"Apr 07, 2011","70.730","70.670","71.340","70.050","0.86%"
"Apr 06, 2011","70.125","70.820","71.775","70.000","-1.34%"
"Apr 05, 2011","71.080","71.060","71.160","71.030","-0.24%"
"Apr 04, 2011","71.250","71.340","71.840","70.740","-0.14%"
"Apr 01, 2011","71.350","70.850","71.350","70.850","0.00%"
"Mar 31, 2011","71.350","71.480","71.590","70.910","-0.35%"
"Mar 30, 2011","71.600","71.580","72.160","71.060","-0.07%"
"Mar 29, 2011","71.650","71.700","72.210","70.960","-0.13%"
"Mar 28, 2011","71.740","71.460","72.340","71.150","0.38%"
"Mar 25, 2011","71.470","71.470","71.530","70.870","-0.18%"
"Mar 24, 2011","71.600","71.820","72.320","71.040","-0.22%"
"Mar 23, 2011","71.760","72.030","72.060","71.730","-0.26%"
"Mar 22, 2011","71.945","71.950","72.025","71.450","-0.10%"
"Mar 21, 2011","72.020","72.180","72.680","71.510","-0.24%"
"Mar 18, 2011","72.190","72.130","72.230","71.510","-0.14%"
"Mar 17, 2011","72.290","72.370","72.940","71.700","0.15%"
"Mar 16, 2011","72.180","72.310","72.890","71.660","0.56%"
"Mar 15, 2011","71.775","72.370","72.705","71.500","-0.46%"
"Mar 14, 2011","72.105","72.380","72.385","72.060","-0.39%"
"Mar 11, 2011","72.390","72.330","72.960","71.770","0.12%"
"Mar 10, 2011","72.300","72.100","72.800","71.540","0.40%"
"Mar 09, 2011","72.010","72.060","72.560","71.460","-0.17%"
"Mar 08, 2011","72.130","72.050","72.690","71.490","0.07%"
"Mar 07, 2011","72.080","71.970","72.770","71.470","0.14%"
"Mar 04, 2011","71.980","71.870","72.550","71.380","-0.12%"
"Mar 03, 2011","72.070","71.920","72.620","71.390","0.22%"
"Mar 02, 2011","71.910","71.410","71.910","71.410","0.00%"
"Mar 01, 2011","71.910","72.290","72.790","71.360","-0.70%"
"Feb 28, 2011","72.420","72.510","73.050","71.690","-0.14%"
"Feb 25, 2011","72.520","72.660","73.170","71.940","-0.33%"
"Feb 24, 2011","72.760","72.380","73.290","71.890","1.59%"
"Feb 23, 2011","71.620","72.420","72.960","71.120","-1.12%"
"Feb 22, 2011","72.430","72.210","73.030","71.720","0.63%"
"Feb 21, 2011","71.980","72.290","72.800","71.470","-0.46%"
"Feb 18, 2011","72.310","72.380","72.880","72.200","-0.32%"
"Feb 17, 2011","72.540","72.690","73.240","72.040","0.58%"
"Feb 16, 2011","72.120","71.620","72.120","71.620","0.00%"
"Feb 15, 2011","72.120","72.660","73.360","71.620","-0.01%"
"Feb 14, 2011","72.130","73.090","73.590","71.630","-1.31%"
"Feb 11, 2011","73.090","73.120","73.750","72.590","-0.11%"
"Feb 10, 2011","73.170","72.880","73.180","73.160","0.55%"
"Feb 09, 2011","72.770","72.480","73.300","72.270","0.41%"
"Feb 08, 2011","72.470","72.580","73.140","71.970","0.49%"
"Feb 07, 2011","72.120","72.940","73.480","71.620","-0.63%"
"Feb 04, 2011","72.580","73.040","73.590","72.080","-0.55%"
"Feb 03, 2011","72.980","72.990","73.540","72.480","-0.03%"
"Feb 02, 2011","73.000","72.860","73.600","72.500","0.52%"
"Feb 01, 2011","72.620","73.340","73.880","72.120","-0.36%"
"Jan 31, 2011","72.880","73.220","74.110","72.380","0.34%"
"Jan 28, 2011","72.630","73.120","73.840","72.130","0.71%"
"Jan 27, 2011","72.120","72.980","73.560","71.620","-0.36%"
"Jan 26, 2011","72.380","72.650","73.150","71.880","-1.05%"
"Jan 25, 2011","73.150","72.820","73.730","72.650","0.08%"
"Jan 24, 2011","73.090","72.980","73.590","72.590","0.14%"
"Jan 21, 2011","72.990","73.040","73.750","72.490","0.19%"
"Jan 20, 2011","72.850","72.990","73.620","72.350","0.16%"
"Jan 19, 2011","72.730","72.530","73.250","72.230","0.11%"
"Jan 18, 2011","72.650","72.900","73.400","72.150","-0.25%"
"Jan 17, 2011","72.830","72.580","73.500","72.330","0.33%"
"Jan 14, 2011","72.590","72.300","73.190","72.090","0.28%"
"Jan 13, 2011","72.390","72.060","72.930","71.890","0.25%"
"Jan 12, 2011","72.210","72.110","72.820","71.710","0.67%"
"Jan 11, 2011","71.730","72.640","73.190","71.230","-1.36%"
"Jan 10, 2011","72.720","72.610","73.320","72.220","0.14%"
"Jan 07, 2011","72.620","72.610","73.250","72.120","0.32%"
"Jan 06, 2011","72.390","72.560","73.180","71.890","-0.19%"
"Jan 05, 2011","72.530","72.370","73.030","72.030","0.76%"
"Jan 04, 2011","71.980","71.460","72.490","71.480","0.63%"
"Jan 03, 2011","71.530","71.520","72.150","71.030","0.00%"
"Dec 31, 2010","71.530","71.790","72.320","71.030","-0.56%"
"Dec 30, 2010","71.930","71.910","72.430","71.430","-0.19%"
"Dec 29, 2010","72.070","72.180","72.740","71.570","-0.11%"
"Dec 28, 2010","72.150","72.230","72.820","71.650","-0.33%"
"Dec 27, 2010","72.390","72.180","72.930","71.890","0.29%"
"Dec 24, 2010","72.180","72.160","72.880","71.680","-0.12%"
"Dec 23, 2010","72.270","72.030","72.770","71.770","0.18%"
"Dec 22, 2010","72.140","72.400","72.920","71.640","-0.32%"
"Dec 21, 2010","72.370","72.610","73.110","71.870","-0.54%"
"Dec 20, 2010","72.760","72.540","73.550","72.260","0.29%"
"Dec 17, 2010","72.550","72.050","72.550","72.050","0.00%"
"Dec 16, 2010","72.550","72.720","73.480","72.050","-0.12%"
"Dec 15, 2010","72.640","72.190","73.240","72.140","1.00%"
"Dec 14, 2010","71.920","71.900","72.560","71.420","-0.40%"
"Dec 13, 2010","72.210","72.160","72.900","71.710","0.17%"
"Dec 10, 2010","72.090","72.290","73.060","71.590","-0.36%"
"Dec 09, 2010","72.350","71.980","72.990","71.850","0.33%"
"Dec 08, 2010","72.110","71.820","72.760","71.610","0.95%"
"Dec 07, 2010","71.430","71.770","72.280","70.930","-0.71%"
"Dec 06, 2010","71.940","71.930","72.550","71.440","-0.29%"
"Dec 03, 2010","72.150","72.300","72.800","71.650","-0.41%"
"Dec 02, 2010","72.450","72.400","73.120","71.950","-0.21%"
"Dec 01, 2010","72.600","73.360","73.910","72.100","-1.10%"
"Nov 30, 2010","73.410","73.540","74.280","72.910","-0.12%"
"Nov 29, 2010","73.500","73.340","74.000","73.000","0.20%"
"Nov 26, 2010","73.350","72.960","73.940","72.850","0.69%"
"Nov 25, 2010","72.850","73.060","73.710","72.350","-0.37%"
"Nov 24, 2010","73.120","73.020","73.830","72.620","0.29%"
"Nov 23, 2010","72.910","72.860","73.560","72.410","0.34%"
"Nov 22, 2010","72.660","72.460","73.160","72.160","0.26%"
"Nov 19, 2010","72.470","72.370","73.100","71.970","0.15%"
"Nov 18, 2010","72.360","72.780","73.410","71.860","1.02%"
"Nov 17, 2010","71.630","71.130","71.630","71.130","0.00%"
"Nov 16, 2010","71.630","72.240","73.030","71.130","-1.02%"
"Nov 15, 2010","72.370","71.680","72.880","71.870","0.95%"
"Nov 12, 2010","71.690","71.200","72.250","71.190","1.11%"
"Nov 11, 2010","70.900","70.800","71.450","70.400","0.01%"
"Nov 10, 2010","70.890","71.060","71.610","70.390","-0.01%"
"Nov 09, 2010","70.900","70.990","71.590","70.400","1.10%"
"Nov 08, 2010","70.130","70.740","71.560","69.630","0.29%"
"Nov 05, 2010","69.930","69.430","69.930","69.430","0.00%"
"Nov 04, 2010","69.930","70.820","71.450","69.430","-1.47%"
"Nov 03, 2010","70.970","70.850","71.570","70.470","-0.03%"
"Nov 02, 2010","70.990","71.120","71.670","70.490","-0.22%"
"Nov 01, 2010","71.150","71.070","71.710","70.650","0.10%"
"Oct 29, 2010","71.080","71.180","71.320","71.070","-0.25%"
"Oct 28, 2010","71.260","71.170","71.780","70.760","0.20%"
"Oct 27, 2010","71.120","71.360","71.910","70.620","1.28%"
"Oct 26, 2010","70.220","71.130","71.710","69.720","-1.06%"
"Oct 25, 2010","70.970","71.340","71.840","70.470","-0.53%"
"Oct 22, 2010","71.350","71.140","71.850","70.850","0.63%"
"Oct 21, 2010","70.900","70.960","71.590","70.400","0.97%"
"Oct 20, 2010","70.220","71.170","71.670","69.720","-1.06%"
"Oct 19, 2010","70.970","71.040","71.710","70.470","1.07%"
"Oct 18, 2010","70.220","70.580","71.560","69.720","-0.52%"
"Oct 15, 2010","70.590","70.690","71.190","70.090","1.10%"
"Oct 14, 2010","69.820","70.860","71.410","69.320","-0.99%"
"Oct 13, 2010","70.520","71.060","71.760","70.020","-0.14%"
"Oct 12, 2010","70.620","71.180","72.120","70.120","-0.61%"
"Oct 11, 2010","71.050","71.070","71.590","70.550","0.61%"
"Oct 08, 2010","70.620","70.940","71.690","70.120","-0.14%"
"Oct 07, 2010","70.720","70.940","71.590","70.220","0.13%"
"Oct 06, 2010","70.630","71.020","71.780","70.130","-3.75%"
"Oct 05, 2010","73.380","71.440","73.750","72.880","4.64%"
"Oct 04, 2010","70.125","71.150","71.545","70.000","-1.26%"
"Oct 01, 2010","71.020","71.630","72.200","70.520","-0.21%"
"Sep 30, 2010","71.170","70.680","71.550","70.670","-0.01%"
"Sep 29, 2010","71.180","71.890","72.630","70.680","0.08%"
"Sep 28, 2010","71.120","72.060","72.940","70.620","-1.25%"
"Sep 27, 2010","72.020","72.400","72.900","71.520","-0.14%"
"Sep 24, 2010","72.120","72.850","73.460","71.620","-0.55%"
"Sep 23, 2010","72.520","72.930","73.650","72.020","-0.01%"
"Sep 22, 2010","72.530","72.700","73.470","72.030","-0.74%"
"Sep 21, 2010","73.070","72.930","73.810","72.570","0.76%"
"Sep 20, 2010","72.520","73.330","73.900","72.020","-1.12%"
"Sep 17, 2010","73.340","73.780","74.290","72.840","-0.66%"
"Sep 16, 2010","73.830","74.210","74.760","73.330","0.63%"
"Sep 15, 2010","73.370","74.270","74.820","72.870","-0.01%"
"Sep 14, 2010","73.380","74.140","74.830","72.880","-0.66%"
"Sep 13, 2010","73.870","74.350","74.850","73.370","0.68%"
"Sep 10, 2010","73.370","72.870","73.370","72.870","0.00%"
"Sep 09, 2010","73.370","74.460","75.060","72.870","-1.19%"
"Sep 08, 2010","74.250","74.930","75.430","73.750","-0.91%"
"Sep 07, 2010","74.930","74.580","75.500","74.430","0.62%"
"Sep 06, 2010","74.470","74.460","74.990","73.970","1.15%"
"Sep 03, 2010","73.620","74.610","75.240","73.120","-1.52%"
"Sep 02, 2010","74.760","74.800","75.420","74.260","-0.17%"
"Sep 01, 2010","74.890","75.070","75.600","74.390","1.24%"
"Aug 31, 2010","73.970","75.060","75.840","73.470","-0.01%"
"Aug 30, 2010","73.980","75.020","75.580","73.480","0.01%"
"Aug 27, 2010","73.970","74.980","75.620","73.470","-1.31%"
"Aug 26, 2010","74.950","74.880","75.490","74.450","1.32%"
"Aug 25, 2010","73.970","74.980","75.630","73.470","-0.01%"
"Aug 24, 2010","73.980","74.850","75.640","73.480","0.01%"
"Aug 23, 2010","73.970","74.670","75.180","73.470","-0.95%"
"Aug 20, 2010","74.680","74.540","75.240","74.180","0.95%"
"Aug 19, 2010","73.980","74.480","75.000","73.480","-0.70%"
"Aug 18, 2010","74.500","74.620","75.210","74.000","0.65%"
"Aug 17, 2010","74.020","74.660","75.230","73.520","-1.15%"
"Aug 16, 2010","74.880","74.820","75.520","74.380","1.01%"
"Aug 13, 2010","74.130","74.620","75.400","73.630","0.62%"
"Aug 12, 2010","73.670","75.150","75.750","73.170","0.00%"
"Aug 11, 2010","73.670","74.340","75.230","73.170","0.00%"
"Aug 10, 2010","73.670","74.020","74.780","73.170","-0.18%"
"Aug 09, 2010","73.800","73.840","74.340","73.300","-0.07%"
"Aug 06, 2010","73.850","73.760","74.380","73.350","-0.05%"
"Aug 05, 2010","73.890","73.960","74.510","73.390","-0.24%"
"Aug 04, 2010","74.070","73.980","74.750","73.570","0.27%"
"Aug 03, 2010","73.870","73.780","74.470","73.370","-0.16%"
"Aug 02, 2010","73.990","74.240","74.740","73.490","-0.35%"
"Jul 30, 2010","74.250","74.560","75.080","73.750","-0.28%"
"Jul 29, 2010","74.460","74.770","75.300","73.960","-0.48%"
"Jul 28, 2010","74.820","74.750","75.370","74.320","0.23%"
"Jul 27, 2010","74.650","75.020","75.560","74.150","-0.85%"
"Jul 26, 2010","75.290","75.090","75.290","75.280","0.25%"
"Jul 23, 2010","75.100","75.200","75.800","74.600","-0.40%"
"Jul 22, 2010","75.400","75.710","76.250","74.900","-0.09%"
"Jul 21, 2010","75.470","75.490","76.210","74.970","-0.40%"
"Jul 20, 2010","75.770","75.440","76.300","75.270","0.50%"
"Jul 19, 2010","75.390","74.840","75.900","74.890","0.72%"
"Jul 16, 2010","74.850","74.350","74.850","74.350","0.35%"
"Jul 15, 2010","74.590","74.090","74.590","74.090","-0.19%"
"Jul 14, 2010","74.730","74.230","74.730","74.230","-0.13%"
"Jul 13, 2010","74.830","74.820","74.830","74.820","0.01%"
"Jul 12, 2010","74.820","74.320","74.820","74.320","0.20%"
"Jul 09, 2010","74.670","74.170","74.670","74.170","-0.40%"
"Jul 08, 2010","74.970","74.470","74.970","74.470","-0.35%"
"Jul 07, 2010","75.230","74.730","75.230","74.730","0.24%"
"Jul 06, 2010","75.050","74.550","75.050","74.550","0.28%"
"Jul 05, 2010","74.840","74.340","74.840","74.340","0.03%"
"Jul 02, 2010","74.820","74.320","74.820","74.320","0.39%"
"Jul 01, 2010","74.530","74.030","74.530","74.030","0.30%"
"Jun 30, 2010","74.310","73.810","74.310","73.810","-0.08%"
"Jun 29, 2010","74.370","73.870","74.370","73.870","0.60%"
"Jun 28, 2010","73.930","73.430","73.930","73.430","-0.15%"
"Jun 25, 2010","74.040","73.540","74.040","73.540","-0.47%"
"Jun 24, 2010","74.390","74.380","74.390","74.380","0.69%"
"Jun 23, 2010","73.880","73.380","73.880","73.380","-0.15%"
"Jun 22, 2010","73.990","73.490","73.990","73.490","1.07%"
"Jun 21, 2010","73.210","72.710","73.210","72.710","-0.91%"
"Jun 18, 2010","73.880","73.380","73.880","73.380","-0.26%"
"Jun 17, 2010","74.070","73.570","74.070","73.570","-0.56%"
"Jun 16, 2010","74.490","73.990","74.490","73.990","0.00%"
"Jun 15, 2010","74.490","73.990","74.490","73.990","0.13%"
"Jun 14, 2010","74.390","73.890","74.390","73.890","-0.72%"
"Jun 11, 2010","74.930","74.430","74.930","74.430","-0.27%"
"Jun 10, 2010","75.130","74.630","75.130","74.630","-0.12%"
"Jun 09, 2010","75.220","74.720","75.220","74.720","0.17%"
"Jun 08, 2010","75.090","74.590","75.090","74.590","-0.33%"
"Jun 07, 2010","75.340","74.840","75.340","74.840","0.49%"
"Jun 04, 2010","74.970","74.470","74.970","74.470","0.42%"
"Jun 03, 2010","74.660","74.160","74.660","74.160","-0.68%"
"Jun 02, 2010","75.170","74.670","75.170","74.670","-0.37%"
"Jun 01, 2010","75.450","74.950","75.450","74.950","1.71%"
"May 31, 2010","74.180","73.680","74.180","73.680","0.04%"
"May 28, 2010","74.150","73.650","74.150","73.650","-0.30%"
"May 27, 2010","74.370","73.870","74.370","73.870","-1.72%"
"May 26, 2010","75.670","75.170","75.670","75.170","-0.86%"
"May 25, 2010","76.330","75.830","76.330","75.830","1.56%"
"May 24, 2010","75.160","74.660","75.160","74.660","0.07%"
"May 21, 2010","75.110","74.610","75.110","74.610","0.28%"
"May 20, 2010","74.900","74.400","74.900","74.400","0.96%"
"May 19, 2010","74.190","73.690","74.190","73.690","1.70%"
"May 18, 2010","72.950","72.450","72.950","72.450","-0.05%"
"May 17, 2010","72.990","72.490","72.990","72.490","0.88%"
"May 14, 2010","72.350","71.850","72.350","71.850","0.32%"
"May 13, 2010","72.120","71.620","72.120","71.620","-0.10%"
"May 12, 2010","72.190","71.690","72.190","71.690","-0.35%"
"May 11, 2010","72.440","71.940","72.440","71.940","0.95%"
"May 10, 2010","71.760","71.260","71.760","71.260","-1.39%"
"May 07, 2010","72.770","72.270","72.770","72.270","0.39%"
"May 06, 2010","72.490","71.990","72.490","71.990","0.82%"
"May 05, 2010","71.900","71.400","71.900","71.400","0.73%"
"May 04, 2010","71.380","70.880","71.380","70.880","0.21%"
"May 03, 2010","71.230","70.730","71.230","70.730","0.35%"
"Apr 30, 2010","70.980","70.480","70.980","70.480","-0.35%"
"Apr 29, 2010","71.230","70.730","71.230","70.730","-0.28%"
"Apr 28, 2010","71.430","70.930","71.430","70.930","0.45%"
"Apr 27, 2010","71.110","71.100","71.110","71.100","0.11%"
"Apr 26, 2010","71.030","70.530","71.030","70.530","-0.08%"
"Apr 23, 2010","71.090","70.590","71.090","70.590","-0.24%"
"Apr 22, 2010","71.260","70.760","71.260","70.760","-0.04%"
"Apr 21, 2010","71.290","70.790","71.290","70.790","0.24%"
"Apr 20, 2010","71.120","70.620","71.120","70.620","-0.64%"
"Apr 19, 2010","71.575","71.570","71.575","71.570","0.94%"
"Apr 16, 2010","70.910","70.410","70.910","70.410","-0.27%"
"Apr 15, 2010","71.100","70.600","71.100","70.600","-0.08%"
"Apr 14, 2010","71.160","70.660","71.160","70.660","0.00%"
"Apr 13, 2010","71.160","70.660","71.160","70.660","0.04%"
"Apr 12, 2010","71.130","70.630","71.130","70.630","0.40%"
"Apr 09, 2010","70.850","70.350","70.850","70.350","-0.40%"
"Apr 08, 2010","71.135","71.130","71.135","71.130","-0.19%"
"Apr 07, 2010","71.270","70.770","71.270","70.770","0.20%"
"Apr 06, 2010","71.130","70.630","71.130","70.630","0.04%"
"Apr 05, 2010","71.100","70.600","71.100","70.600","-0.03%"
"Apr 02, 2010","71.120","70.620","71.120","70.620","-0.71%"
"Apr 01, 2010","71.630","71.130","71.630","71.130","0.00%"
"Mar 31, 2010","71.630","71.130","71.630","71.130","-1.04%"
"Mar 30, 2010","72.380","71.880","72.380","71.880","0.61%"
"Mar 29, 2010","71.940","71.440","71.940","71.440","-0.61%"
"Mar 26, 2010","72.380","71.880","72.380","71.880","0.01%"
"Mar 25, 2010","72.370","71.870","72.370","71.870","-0.82%"
"Mar 24, 2010","72.970","72.470","72.970","72.470","0.83%"
"Mar 23, 2010","72.370","71.870","72.370","71.870","-0.77%"
"Mar 22, 2010","72.930","72.430","72.930","72.430","0.16%"
"Mar 19, 2010","72.810","72.310","72.810","72.310","0.12%"
"Mar 18, 2010","72.720","72.220","72.720","72.220","0.23%"
"Mar 17, 2010","72.550","72.050","72.550","72.050","-0.44%"
"Mar 16, 2010","72.870","72.860","72.870","72.860","-0.10%"
"Mar 15, 2010","72.945","72.940","72.945","72.940","0.34%"
"Mar 12, 2010","72.700","72.200","72.700","72.200","-0.40%"
"Mar 11, 2010","72.990","72.490","72.990","72.490","0.52%"
"Mar 10, 2010","72.610","72.110","72.610","72.110","-0.53%"
"Mar 09, 2010","73.000","72.500","73.000","72.500","0.22%"
"Mar 08, 2010","72.840","72.340","72.840","72.340","-0.18%"
"Mar 05, 2010","72.970","72.960","72.970","72.960","-0.45%"
"Mar 04, 2010","73.300","72.800","73.300","72.800","-0.03%"
"Mar 03, 2010","73.320","72.820","73.320","72.820","-0.58%"
"Mar 02, 2010","73.750","73.250","73.750","73.250","0.00%"
"Mar 01, 2010","73.750","73.250","73.750","73.250","0.01%"
"Feb 26, 2010","73.740","73.240","73.740","73.240","-0.69%"
