"Date","Price","Open","High","Low","Change %"
"Jun 23, 2016","107.700","107.580","108.400","107.080","-0.12%"
"Jun 22, 2016","107.830","108.470","109.010","107.000","-0.43%"
"Jun 21, 2016","108.300","107.650","108.580","107.290","0.14%"
"Jun 20, 2016","108.150","107.290","108.790","107.070","0.19%"
"Jun 17, 2016","107.950","107.480","108.150","106.640","0.23%"
"Jun 16, 2016","107.700","107.130","108.230","106.880","0.09%"
"Jun 15, 2016","107.600","107.480","108.220","106.800","-0.37%"
"Jun 14, 2016","108.000","107.150","108.220","106.890","0.37%"
"Jun 13, 2016","107.600","106.830","107.990","106.580","0.73%"
"Jun 10, 2016","106.820","106.480","107.510","106.230","0.02%"
"Jun 09, 2016","106.800","106.830","107.510","105.980","-0.19%"
"Jun 08, 2016","107.000","107.000","107.590","106.090","-0.12%"
"Jun 07, 2016","107.130","107.100","107.580","106.260","-0.20%"
"Jun 06, 2016","107.350","107.230","108.100","106.490","-0.60%"
"Jun 03, 2016","108.000","107.610","108.290","106.950","0.30%"
"Jun 02, 2016","107.680","107.790","108.000","107.040","-0.11%"
"Jun 01, 2016","107.800","107.330","107.950","106.880","-0.09%"
"May 31, 2016","107.900","107.380","108.220","106.870","0.25%"
"May 30, 2016","107.630","107.450","108.290","106.960","0.17%"
"May 27, 2016","107.450","107.360","107.520","107.100","0.02%"
"May 26, 2016","107.430","107.720","108.330","106.920","-0.30%"
"May 25, 2016","107.750","108.030","108.480","107.210","-0.51%"
"May 24, 2016","108.300","107.610","108.930","107.240","0.52%"
"May 23, 2016","107.740","107.400","108.250","107.110","-0.15%"
"May 20, 2016","107.900","107.400","108.500","107.150","-0.28%"
"May 19, 2016","108.200","106.980","108.320","106.730","0.74%"
"May 18, 2016","107.400","106.800","107.710","106.490","0.28%"
"May 17, 2016","107.100","106.830","107.560","106.180","-0.09%"
"May 16, 2016","107.200","106.780","107.580","106.260","0.36%"
"May 13, 2016","106.820","106.700","107.000","106.220","0.09%"
"May 12, 2016","106.720","106.400","106.740","105.710","-0.12%"
"May 11, 2016","106.850","106.450","107.440","106.000","0.09%"
"May 10, 2016","106.750","106.660","107.280","106.070","-0.05%"
"May 09, 2016","106.800","106.430","107.030","105.730","0.09%"
"May 06, 2016","106.700","106.510","107.080","105.970","-0.14%"
"May 05, 2016","106.850","106.540","107.070","105.830","0.23%"
"May 04, 2016","106.600","106.610","107.140","105.890","0.00%"
"May 03, 2016","106.600","106.160","106.840","105.470","-0.14%"
"May 02, 2016","106.750","106.260","106.870","105.600","0.00%"
"Apr 29, 2016","106.750","106.370","107.050","105.560","-0.05%"
"Apr 28, 2016","106.800","106.220","106.980","105.700","0.19%"
"Apr 27, 2016","106.600","106.430","107.050","105.750","-0.19%"
"Apr 26, 2016","106.800","106.750","107.450","105.870","-0.23%"
"Apr 25, 2016","107.050","106.640","107.310","106.080","0.23%"
"Apr 22, 2016","106.800","106.400","107.060","105.860","0.56%"
"Apr 21, 2016","106.200","106.110","106.800","105.380","0.28%"
"Apr 20, 2016","105.900","106.040","106.800","105.250","-0.94%"
"Apr 19, 2016","106.900","106.200","106.900","106.200","0.19%"
"Apr 18, 2016","106.700","106.610","107.240","105.940","-0.23%"
"Apr 15, 2016","106.950","106.250","107.000","106.250","0.19%"
"Apr 14, 2016","106.750","106.100","106.800","105.600","0.14%"
"Apr 13, 2016","106.600","106.160","107.160","105.620","-0.05%"
"Apr 12, 2016","106.650","106.240","106.990","105.600","0.34%"
"Apr 11, 2016","106.290","106.400","106.410","105.640","-0.07%"
"Apr 08, 2016","106.360","105.860","106.360","105.860","0.00%"
"Apr 07, 2016","106.360","106.750","107.250","105.770","-0.27%"
"Apr 06, 2016","106.650","106.270","107.240","105.700","0.19%"
"Apr 05, 2016","106.450","106.000","106.910","105.220","0.19%"
"Apr 04, 2016","106.250","106.080","106.700","105.270","0.14%"
"Apr 01, 2016","106.100","105.650","106.520","105.520","-0.05%"
"Mar 31, 2016","106.150","106.160","106.510","105.380","-0.33%"
"Mar 30, 2016","106.500","106.370","106.900","105.610","-0.42%"
"Mar 29, 2016","106.950","106.400","107.150","105.850","0.00%"
"Mar 28, 2016","106.950","107.040","107.590","106.000","-0.09%"
"Mar 25, 2016","107.050","106.550","107.050","106.550","0.00%"
"Mar 24, 2016","107.050","106.550","107.050","106.550","0.00%"
"Mar 23, 2016","107.050","106.800","107.540","106.100","0.29%"
"Mar 22, 2016","106.740","106.530","107.430","105.930","-0.57%"
"Mar 21, 2016","107.350","106.340","107.430","105.770","0.51%"
"Mar 18, 2016","106.800","106.590","107.200","105.890","-0.14%"
"Mar 17, 2016","106.950","107.040","107.620","106.130","-0.57%"
"Mar 16, 2016","107.560","107.760","107.930","107.050","-0.23%"
"Mar 15, 2016","107.810","107.550","108.350","106.980","0.10%"
"Mar 14, 2016","107.700","107.180","107.940","106.500","-0.05%"
"Mar 11, 2016","107.750","107.460","108.040","106.610","0.14%"
"Mar 10, 2016","107.600","107.580","108.080","106.680","-0.28%"
"Mar 09, 2016","107.900","107.920","108.510","106.990","-0.09%"
"Mar 08, 2016","108.000","107.540","108.420","107.040","0.19%"
"Mar 07, 2016","107.800","107.200","107.800","107.200","0.09%"
"Mar 04, 2016","107.700","107.570","108.250","106.820","-0.28%"
"Mar 03, 2016","108.000","107.840","108.420","107.150","-0.06%"
"Mar 02, 2016","108.070","108.380","108.910","107.550","-0.47%"
"Mar 01, 2016","108.580","109.220","109.860","108.070","-1.29%"
"Feb 29, 2016","110.000","109.900","110.480","108.870","-0.09%"
"Feb 26, 2016","110.100","109.970","110.350","109.300","-0.05%"
"Feb 25, 2016","110.150","109.550","110.550","109.060","0.05%"
"Feb 24, 2016","110.100","109.840","110.340","109.090","0.09%"
"Feb 23, 2016","110.000","109.840","110.390","109.030","0.05%"
"Feb 22, 2016","109.950","109.760","110.400","109.100","0.05%"
"Feb 19, 2016","109.900","109.400","110.000","109.050","0.00%"
"Feb 18, 2016","109.900","109.420","110.220","108.840","0.14%"
"Feb 17, 2016","109.750","109.580","110.370","108.930","0.05%"
"Feb 16, 2016","109.700","109.010","109.990","108.510","0.92%"
"Feb 15, 2016","108.700","109.100","109.600","108.200","-0.73%"
"Feb 12, 2016","109.500","109.410","110.050","108.530","0.23%"
"Feb 11, 2016","109.250","108.720","109.850","108.150","0.51%"
"Feb 10, 2016","108.700","108.640","109.270","108.000","-0.18%"
"Feb 09, 2016","108.900","109.020","109.640","108.130","0.00%"
"Feb 08, 2016","108.900","108.560","109.240","107.940","-0.05%"
"Feb 05, 2016","108.950","108.260","109.100","107.630","0.81%"
"Feb 04, 2016","108.070","108.560","108.620","107.570","-1.13%"
"Feb 03, 2016","109.300","109.100","109.710","108.350","0.32%"
"Feb 02, 2016","108.950","108.560","109.280","107.940","0.14%"
"Feb 01, 2016","108.800","108.430","109.080","107.710","0.00%"
"Jan 29, 2016","108.800","108.960","109.490","107.950","-0.59%"
"Jan 28, 2016","109.450","109.040","109.710","108.330","0.55%"
"Jan 27, 2016","108.850","108.640","109.430","108.150","0.28%"
"Jan 26, 2016","108.550","108.300","108.800","108.000","-0.23%"
"Jan 25, 2016","108.800","108.060","109.040","107.560","0.37%"
"Jan 22, 2016","108.400","108.480","109.030","107.670","-0.60%"
"Jan 21, 2016","109.050","108.610","109.450","108.020","0.05%"
"Jan 20, 2016","109.000","108.430","109.570","107.940","0.55%"
"Jan 19, 2016","108.400","108.270","108.860","107.540","0.10%"
"Jan 18, 2016","108.290","108.320","108.370","107.490","0.12%"
"Jan 15, 2016","108.160","107.760","108.820","107.100","0.33%"
"Jan 14, 2016","107.800","107.170","108.190","106.670","0.56%"
"Jan 13, 2016","107.200","106.910","107.570","106.260","0.09%"
"Jan 12, 2016","107.100","106.930","107.650","106.280","0.05%"
"Jan 11, 2016","107.050","107.040","107.560","106.000","0.05%"
"Jan 08, 2016","107.000","106.800","107.330","106.060","0.00%"
"Jan 07, 2016","107.000","106.980","107.640","106.000","0.07%"
"Jan 06, 2016","106.920","106.720","106.940","106.160","0.16%"
"Jan 05, 2016","106.750","106.400","107.140","105.780","-0.09%"
"Jan 04, 2016","106.850","105.330","107.090","105.330","0.97%"
"Jan 01, 2016","105.825","105.890","106.015","105.300","-0.02%"
"Dec 31, 2015","105.850","106.320","106.330","105.240","-0.61%"
"Dec 30, 2015","106.500","106.320","106.850","105.690","0.24%"
"Dec 29, 2015","106.240","106.000","106.280","105.510","0.28%"
"Dec 28, 2015","105.940","105.760","106.440","105.250","0.00%"
"Dec 25, 2015","105.940","105.440","105.940","105.440","0.00%"
"Dec 24, 2015","105.940","105.440","105.940","105.440","0.00%"
"Dec 23, 2015","105.940","106.020","106.530","105.290","-0.17%"
"Dec 22, 2015","106.120","106.090","106.170","105.540","-0.05%"
"Dec 21, 2015","106.170","106.160","106.180","105.530","-0.31%"
"Dec 18, 2015","106.500","106.370","106.940","105.600","0.00%"
"Dec 17, 2015","106.500","106.590","107.180","105.770","-0.26%"
"Dec 16, 2015","106.780","107.040","107.580","106.230","-0.28%"
"Dec 15, 2015","107.080","107.250","107.410","106.570","-0.25%"
"Dec 14, 2015","107.350","107.340","107.410","106.630","0.32%"
"Dec 11, 2015","107.010","106.860","107.530","106.280","0.24%"
"Dec 10, 2015","106.750","107.010","107.510","106.240","-0.17%"
"Dec 09, 2015","106.930","106.930","107.570","106.250","-0.02%"
"Dec 08, 2015","106.950","106.960","107.460","106.240","0.12%"
"Dec 07, 2015","106.820","106.720","107.290","106.010","0.09%"
"Dec 04, 2015","106.720","107.120","107.680","106.200","0.07%"
"Dec 03, 2015","106.650","106.670","106.830","106.120","0.09%"
"Dec 02, 2015","106.550","106.430","106.680","105.850","0.15%"
"Dec 01, 2015","106.390","106.430","106.570","105.790","-0.27%"
"Nov 30, 2015","106.680","106.850","106.980","106.100","-0.13%"
"Nov 27, 2015","106.820","106.640","107.510","106.150","0.29%"
"Nov 26, 2015","106.510","106.160","107.170","105.670","0.37%"
"Nov 25, 2015","106.120","105.620","106.120","105.620","0.00%"
"Nov 24, 2015","106.120","106.190","106.350","105.590","-0.23%"
"Nov 23, 2015","106.360","105.840","106.370","105.350","0.43%"
"Nov 20, 2015","105.900","105.760","106.530","105.220","0.01%"
"Nov 19, 2015","105.890","105.760","106.470","105.170","-0.17%"
"Nov 18, 2015","106.070","105.790","106.110","105.250","0.40%"
"Nov 17, 2015","105.650","105.520","106.240","104.950","0.05%"
"Nov 16, 2015","105.600","105.920","106.010","105.010","-0.15%"
"Nov 13, 2015","105.760","105.890","105.980","105.250","-0.32%"
"Nov 12, 2015","106.100","105.600","106.100","105.600","0.00%"
"Nov 11, 2015","106.100","105.600","106.100","105.600","0.00%"
"Nov 10, 2015","106.100","106.290","106.870","105.580","-0.20%"
"Nov 09, 2015","106.310","106.260","106.390","105.600","1.04%"
"Nov 06, 2015","105.220","105.280","105.840","104.670","0.02%"
"Nov 05, 2015","105.200","104.960","105.240","104.470","0.41%"
"Nov 04, 2015","104.770","104.900","105.490","104.230","-0.26%"
"Nov 03, 2015","105.040","104.770","105.620","104.170","0.10%"
"Nov 02, 2015","104.940","104.620","105.480","104.080","0.04%"
"Oct 30, 2015","104.900","104.420","105.100","103.690","0.29%"
"Oct 29, 2015","104.600","104.240","105.000","103.690","0.29%"
"Oct 28, 2015","104.300","104.110","104.640","103.370","0.00%"
"Oct 27, 2015","104.300","103.950","104.480","103.400","0.56%"
"Oct 26, 2015","103.720","104.000","104.520","103.210","-0.01%"
"Oct 23, 2015","103.730","103.680","103.930","103.140","-0.45%"
"Oct 22, 2015","104.200","103.700","104.200","103.700","0.00%"
"Oct 21, 2015","104.200","104.140","104.850","103.640","0.10%"
"Oct 20, 2015","104.100","103.920","104.590","103.270","0.40%"
"Oct 19, 2015","103.690","103.630","103.750","103.080","0.00%"
"Oct 16, 2015","103.690","103.790","104.530","103.170","-0.03%"
"Oct 15, 2015","103.720","104.100","104.600","103.050","-0.33%"
"Oct 14, 2015","104.060","104.180","104.780","103.510","-0.56%"
"Oct 13, 2015","104.650","103.810","104.840","103.290","1.01%"
"Oct 12, 2015","103.600","103.710","103.820","103.010","-1.00%"
"Oct 09, 2015","104.650","103.840","104.650","103.060","0.00%"
"Oct 08, 2015","104.650","104.050","104.830","103.560","0.65%"
"Oct 07, 2015","103.970","104.480","105.080","103.430","-0.66%"
"Oct 06, 2015","104.660","104.400","105.190","103.900","0.18%"
"Oct 05, 2015","104.470","104.400","105.030","103.820","-0.33%"
"Oct 02, 2015","104.820","104.320","104.820","104.320","0.00%"
"Oct 01, 2015","104.820","104.930","105.560","104.290","-0.11%"
"Sep 30, 2015","104.940","105.390","105.400","104.420","-0.86%"
"Sep 29, 2015","105.850","106.130","106.760","104.990","0.17%"
"Sep 28, 2015","105.670","105.780","106.340","105.130","-0.59%"
"Sep 25, 2015","106.300","105.800","106.300","105.800","0.00%"
"Sep 24, 2015","106.300","105.920","106.530","105.170","0.66%"
"Sep 23, 2015","105.600","105.630","106.290","104.930","0.00%"
"Sep 22, 2015","105.600","105.070","106.020","104.390","0.09%"
"Sep 21, 2015","105.500","105.410","105.910","104.490","0.00%"
"Sep 18, 2015","105.500","105.840","106.450","104.580","-0.80%"
"Sep 17, 2015","106.350","105.840","106.390","105.800","0.01%"
"Sep 16, 2015","106.340","106.290","106.910","105.650","0.13%"
"Sep 15, 2015","106.200","106.000","106.840","105.640","-0.28%"
"Sep 14, 2015","106.500","106.240","106.880","105.590","-0.19%"
"Sep 11, 2015","106.700","105.800","107.030","105.620","0.39%"
"Sep 10, 2015","106.290","105.700","107.310","105.700","0.04%"
"Sep 09, 2015","106.250","106.210","106.840","105.490","-0.22%"
"Sep 08, 2015","106.480","106.830","107.370","105.950","-0.41%"
"Sep 07, 2015","106.920","106.560","106.990","106.050","0.55%"
"Sep 04, 2015","106.340","105.840","106.920","105.350","0.33%"
"Sep 03, 2015","105.990","106.000","106.070","105.380","0.08%"
"Sep 02, 2015","105.910","106.110","106.610","105.290","-0.04%"
"Sep 01, 2015","105.950","106.320","106.330","105.400","-0.39%"
"Aug 31, 2015","106.370","106.000","106.880","105.430","0.51%"
"Aug 28, 2015","105.830","105.650","105.930","105.140","0.15%"
"Aug 27, 2015","105.670","105.500","105.840","104.890","-0.59%"
"Aug 26, 2015","106.300","105.950","106.700","105.220","0.50%"
"Aug 25, 2015","105.770","106.480","106.830","104.890","-0.81%"
"Aug 24, 2015","106.630","106.210","107.280","105.580","1.65%"
"Aug 21, 2015","104.900","105.170","105.960","104.400","0.00%"
"Aug 20, 2015","104.900","104.270","105.380","103.690","0.45%"
"Aug 19, 2015","104.430","104.670","105.190","103.680","-0.31%"
"Aug 18, 2015","104.750","104.250","104.800","104.200","0.00%"
"Aug 17, 2015","104.750","104.160","105.070","103.670","0.34%"
"Aug 14, 2015","104.400","104.400","104.980","103.440","0.14%"
"Aug 13, 2015","104.250","103.550","104.870","102.910","0.19%"
"Aug 12, 2015","104.050","103.310","104.390","102.820","1.17%"
"Aug 11, 2015","102.850","102.660","103.330","101.950","0.39%"
"Aug 10, 2015","102.450","102.000","102.810","101.470","0.05%"
"Aug 07, 2015","102.400","102.020","102.650","101.510","0.36%"
"Aug 06, 2015","102.030","102.030","102.600","101.460","0.02%"
"Aug 05, 2015","102.010","102.240","102.800","101.460","-0.82%"
"Aug 04, 2015","102.850","102.540","103.090","101.490","0.00%"
"Aug 03, 2015","102.850","102.420","103.150","101.780","0.22%"
"Jul 31, 2015","102.620","102.560","103.160","101.880","0.15%"
"Jul 30, 2015","102.470","102.340","102.970","101.770","0.21%"
"Jul 29, 2015","102.260","102.190","102.800","101.610","-0.09%"
"Jul 28, 2015","102.350","102.580","103.130","101.730","-0.49%"
"Jul 27, 2015","102.850","101.780","103.260","101.780","0.80%"
"Jul 24, 2015","102.030","101.720","102.980","101.530","0.17%"
"Jul 23, 2015","101.860","101.600","102.360","101.330","0.11%"
"Jul 22, 2015","101.750","101.630","101.930","101.120","-0.54%"
"Jul 21, 2015","102.300","101.480","102.500","101.160","0.54%"
"Jul 20, 2015","101.750","101.790","102.500","101.130","-0.73%"
"Jul 17, 2015","102.500","101.370","102.500","101.030","0.00%"
"Jul 16, 2015","102.500","101.250","102.500","101.030","0.54%"
"Jul 15, 2015","101.950","101.810","102.550","100.860","0.13%"
"Jul 14, 2015","101.820","102.310","102.320","100.930","0.08%"
"Jul 13, 2015","101.740","101.490","102.010","100.950","-0.74%"
"Jul 10, 2015","102.500","101.090","102.500","100.820","0.00%"
"Jul 09, 2015","102.500","101.880","102.500","100.920","0.00%"
"Jul 08, 2015","102.500","101.750","102.500","101.140","0.49%"
"Jul 07, 2015","102.000","101.670","102.500","100.790","0.13%"
"Jul 06, 2015","101.870","102.380","102.420","100.940","0.01%"
"Jul 03, 2015","101.860","101.950","101.990","100.870","0.01%"
"Jul 02, 2015","101.850","102.000","102.320","101.080","-0.13%"
"Jul 01, 2015","101.980","101.910","102.010","101.190","-0.07%"
"Jun 30, 2015","102.050","101.180","102.320","100.930","-0.49%"
"Jun 29, 2015","102.550","101.950","102.800","101.610","0.58%"
"Jun 26, 2015","101.960","101.870","101.960","101.220","0.07%"
"Jun 25, 2015","101.890","101.610","101.920","101.170","-0.55%"
"Jun 24, 2015","102.450","101.670","102.550","101.220","-0.05%"
"Jun 23, 2015","102.500","101.840","102.520","101.180","0.61%"
"Jun 22, 2015","101.880","101.620","101.970","101.040","-0.20%"
"Jun 19, 2015","102.080","101.510","102.200","101.020","0.13%"
"Jun 18, 2015","101.950","102.600","102.640","101.430","-0.67%"
"Jun 17, 2015","102.640","102.940","103.010","102.050","-0.30%"
"Jun 16, 2015","102.950","102.330","102.950","101.990","0.59%"
"Jun 15, 2015","102.350","102.690","102.710","101.850","0.00%"
"Jun 12, 2015","102.350","102.180","102.640","101.730","0.16%"
"Jun 11, 2015","102.190","102.180","102.420","101.490","-0.11%"
"Jun 10, 2015","102.300","102.330","102.470","101.540","-0.05%"
"Jun 09, 2015","102.350","102.440","102.460","101.680","-0.10%"
"Jun 08, 2015","102.450","101.500","102.670","101.500","0.44%"
"Jun 05, 2015","102.005","102.420","102.425","101.500","-0.40%"
"Jun 04, 2015","102.410","102.540","102.830","101.870","0.17%"
"Jun 03, 2015","102.240","102.050","102.510","101.530","0.12%"
"Jun 02, 2015","102.120","101.920","102.350","101.370","0.19%"
"Jun 01, 2015","101.930","102.080","102.090","101.240","-0.18%"
"May 29, 2015","102.110","102.090","102.710","101.410","0.02%"
"May 28, 2015","102.090","102.370","102.380","101.490","-0.32%"
"May 27, 2015","102.420","102.480","103.150","101.740","0.05%"
"May 26, 2015","102.370","101.760","102.910","101.270","0.65%"
"May 25, 2015","101.710","101.790","101.880","101.160","0.07%"
"May 22, 2015","101.640","101.730","101.820","101.110","-0.19%"
"May 21, 2015","101.830","101.970","101.990","101.290","-0.28%"
"May 20, 2015","102.120","102.030","102.700","101.360","0.24%"
"May 19, 2015","101.880","102.060","102.100","101.170","-0.07%"
"May 18, 2015","101.950","101.520","102.470","101.030","0.32%"
"May 15, 2015","101.620","101.570","102.260","101.040","-0.23%"
"May 14, 2015","101.850","102.350","102.450","101.280","-0.55%"
"May 13, 2015","102.410","102.690","102.750","101.800","-0.25%"
